step,seed1,seed2,seed3,seed4,seed5
208000,9.03,8.83,6.88,7.16,7.58
209000,8.72,8.93,7.11,7.59,7.47
210000,9.04,9.49,7.33,7.45,7.6
211000,9.13,9.42,7.46,7.52,7.95
212000,8.99,9.55,7.39,7.51,7.84
213000,9.33,9.3,7.33,7.21,7.49
214000,9.32,9.36,7.39,7.34,8.19
215000,9.8,9.33,7.07,7.01,8.59
216000,9.84,9.39,6.54,7.07,8.6
217000,9.66,9.05,6.37,7.22,8.68
218000,9.73,9.28,6.73,6.95,8.68
219000,9.99,8.81,6.7,7.32,9.02
220000,9.84,9.16,6.68,7.52,9.14
221000,9.74,9.05,6.73,7.9,9.4
222000,9.36,9.05,7.22,7.72,8.94
223000,8.72,9.17,7.51,8.04,8.78
224000,8.62,9.5,7.31,7.56,8.82
225000,8.64,9.12,7.67,7.53,8.26
226000,8.55,8.6,7.54,7.38,8.0
227000,8.46,8.12,7.7,7.55,8.4
228000,8.53,7.71,7.84,7.33,8.23
229000,8.84,7.84,7.6,7.62,8.41
230000,9.28,7.87,7.39,7.16,8.67
231000,9.54,7.6,7.58,7.74,8.93
232000,9.63,7.92,8.12,7.7,9.1
233000,9.61,8.12,8.18,7.63,9.07
234000,10.09,8.34,8.14,7.93,9.29
235000,9.85,8.65,7.95,8.19,9.18
236000,10.16,8.8,8.13,8.2,8.88
237000,10.53,8.78,8.42,8.47,8.7
238000,10.61,8.84,8.46,8.68,9.06
239000,10.56,8.98,8.28,8.53,9.11
240000,10.39,8.94,8.19,8.46,8.88
241000,10.44,8.82,8.17,8.01,9.17
242000,10.23,9.0,8.32,8.03,9.38
243000,10.51,8.87,8.23,7.98,9.26
244000,10.69,8.86,8.49,7.68,9.27
245000,11.09,9.21,8.65,7.35,8.83
246000,10.98,9.44,8.7,7.17,8.94
247000,10.91,9.19,8.76,7.28,8.29
248000,10.87,9.32,8.92,7.37,8.18
249000,10.98,9.4,8.94,7.48,7.92
250000,11.46,9.48,9.14,7.25,8.22
251000,11.55,9.78,9.62,7.45,8.14
252000,11.27,10.26,9.64,7.36,8.11
253000,11.35,10.24,9.71,7.62,7.99
254000,11.35,10.21,9.22,7.42,8.3
255000,10.98,10.3,9.03,7.71,8.61
256000,11.1,10.25,9.03,7.81,8.71
257000,11.06,10.45,8.96,8.08,8.76
258000,11.04,10.47,8.83,8.55,8.96
259000,10.9,10.56,8.77,8.72,9.11
260000,10.66,10.09,8.91,8.79,9.55
261000,10.94,9.87,9.24,8.75,9.51
262000,10.91,9.53,9.27,8.91,9.63
263000,11.47,9.98,9.84,8.83,9.72
264000,11.55,10.1,9.88,8.49,9.86
265000,11.59,9.96,9.87,8.37,9.84
266000,11.39,9.77,9.6,8.26,9.67
267000,11.64,10.01,9.89,8.46,10.05
268000,11.93,10.4,9.8,8.46,10.08
269000,11.9,10.46,9.77,8.82,10.36
270000,11.34,10.44,9.66,8.81,9.95
271000,11.14,10.97,9.63,9.4,9.86
272000,10.79,11.26,9.55,9.28,10.02
273000,10.34,10.97,9.63,9.4,9.8
274000,10.7,10.93,9.69,9.28,9.92
275000,10.59,11.28,9.99,9.36,10.27
276000,10.75,11.47,9.99,9.49,10.39
277000,10.75,11.61,9.98,9.67,10.41
278000,10.68,11.21,10.33,9.89,9.95
279000,10.55,11.63,10.57,10.22,9.98
280000,10.94,11.63,10.78,10.31,10.23
281000,11.14,11.87,10.25,10.54,10.25
