step,seed1,seed2,seed3,seed4,seed5
254000,0.43,0.39,0.52,0.47,0.24
255000,0.43,0.41,0.55,0.47,0.32
256000,0.46,0.41,0.49,0.52,0.22
257000,0.56,0.43,0.46,0.57,0.29
258000,0.59,0.5,0.49,0.51,0.32
259000,0.62,0.46,0.48,0.55,0.35
260000,0.6,0.43,0.46,0.6,0.35
261000,0.57,0.46,0.39,0.61,0.32
262000,0.63,0.39,0.44,0.65,0.36
263000,0.67,0.38,0.46,0.7,0.35
264000,0.63,0.36,0.48,0.63,0.31
265000,0.66,0.34,0.52,0.56,0.32
266000,0.62,0.37,0.49,0.55,0.34
267000,0.72,0.4,0.57,0.49,0.37
268000,0.69,0.36,0.59,0.47,0.33
269000,0.69,0.36,0.51,0.47,0.39
270000,0.75,0.38,0.58,0.45,0.41
271000,0.79,0.42,0.61,0.41,0.39
272000,0.8,0.44,0.58,0.38,0.34
273000,0.79,0.37,0.56,0.35,0.36
274000,0.7,0.42,0.57,0.34,0.35
275000,0.71,0.4,0.63,0.39,0.35
276000,0.66,0.38,0.67,0.38,0.35
277000,0.52,0.35,0.65,0.43,0.35
278000,0.5,0.38,0.69,0.49,0.43
279000,0.39,0.37,0.69,0.46,0.53
280000,0.28,0.36,0.64,0.49,0.56
281000,0.31,0.34,0.63,0.51,0.55
282000,0.34,0.29,0.66,0.47,0.59
283000,0.36,0.27,0.64,0.47,0.62
284000,0.36,0.22,0.63,0.49,0.67
285000,0.33,0.22,0.56,0.51,0.67
286000,0.32,0.2,0.49,0.47,0.59
287000,0.36,0.2,0.52,0.44,0.53
288000,0.39,0.2,0.55,0.5,0.49
289000,0.45,0.19,0.53,0.53,0.46
290000,0.5,0.18,0.53,0.56,0.5
291000,0.48,0.19,0.54,0.57,0.41
292000,0.51,0.22,0.61,0.61,0.38
293000,0.48,0.25,0.61,0.63,0.39
294000,0.52,0.22,0.62,0.59,0.43
295000,0.58,0.27,0.63,0.55,0.48
296000,0.63,0.25,0.65,0.56,0.54
297000,0.65,0.28,0.65,0.56,0.48
298000,0.58,0.35,0.68,0.57,0.52
299000,0.59,0.37,0.74,0.53,0.51
300000,0.6,0.36,0.73,0.52,0.46
301000,0.59,0.37,0.72,0.54,0.46
302000,0.63,0.38,0.7,0.56,0.37
303000,0.64,0.37,0.61,0.58,0.34
304000,0.67,0.4,0.58,0.58,0.39
305000,0.7,0.4,0.55,0.58,0.47
306000,0.65,0.34,0.55,0.59,0.45
307000,0.59,0.35,0.57,0.62,0.48
308000,0.62,0.3,0.51,0.63,0.58
309000,0.66,0.31,0.46,0.62,0.65
310000,0.64,0.32,0.45,0.63,0.67
311000,0.63,0.34,0.47,0.64,0.68
312000,0.58,0.33,0.48,0.61,0.71
313000,0.57,0.31,0.44,0.63,0.71
314000,0.59,0.33,0.43,0.59,0.74
315000,0.58,0.32,0.41,0.61,0.72
316000,0.58,0.3,0.4,0.61,0.69
317000,0.59,0.34,0.4,0.62,0.65
318000,0.62,0.29,0.4,0.69,0.66
319000,0.66,0.28,0.44,0.7,0.52
320000,0.65,0.29,0.43,0.75,0.5
321000,0.66,0.28,0.45,0.71,0.53
322000,0.65,0.3,0.5,0.69,0.51
323000,0.72,0.3,0.53,0.71,0.53
324000,0.75,0.28,0.54,0.76,0.54
325000,0.75,0.28,0.62,0.74,0.52
326000,0.74,0.32,0.65,0.72,0.52
327000,0.74,0.38,0.68,0.72,0.5
328000,0.74,0.37,0.71,0.71,0.5
329000,0.68,0.36,0.66,0.72,0.47
330000,0.71,0.38,0.64,0.73,0.48
331000,0.62,0.38,0.61,0.64,0.49
332000,0.63,0.48,0.62,0.61,0.46
333000,0.64,0.49,0.64,0.56,0.44
334000,0.55,0.5,0.61,0.51,0.42
335000,0.53,0.48,0.52,0.54,0.49
336000,0.51,0.47,0.43,0.51,0.58
337000,0.47,0.5,0.49,0.49,0.56
338000,0.47,0.46,0.41,0.5,0.55
339000,0.5,0.49,0.4,0.53,0.59
340000,0.52,0.34,0.44,0.52,0.56
341000,0.51,0.36,0.46,0.49,0.54
342000,0.51,0.34,0.5,0.52,0.58
343000,0.52,0.32,0.49,0.57,0.56
344000,0.57,0.3,0.49,0.61,0.57
345000,0.56,0.24,0.56,0.63,0.54
346000,0.64,0.26,0.59,0.66,0.52
347000,0.65,0.25,0.61,0.7,0.57
348000,0.65,0.32,0.61,0.65,0.6
349000,0.71,0.34,0.63,0.67,0.6
350000,0.7,0.34,0.62,0.69,0.54
351000,0.67,0.37,0.63,0.7,0.55
352000,0.71,0.42,0.6,0.7,0.55
353000,0.68,0.37,0.63,0.74,0.51
354000,0.74,0.31,0.68,0.75,0.56
355000,0.74,0.32,0.65,0.71,0.57
356000,0.73,0.33,0.65,0.67,0.6
357000,0.74,0.33,0.7,0.65,0.61
358000,0.83,0.31,0.72,0.62,0.59
359000,0.76,0.3,0.74,0.65,0.63
360000,0.75,0.27,0.69,0.72,0.67
361000,0.77,0.29,0.73,0.68,0.74
362000,0.72,0.33,0.69,0.7,0.74
363000,0.73,0.35,0.66,0.65,0.78
364000,0.77,0.35,0.73,0.66,0.75
365000,0.73,0.31,0.63,0.59,0.75
366000,0.7,0.29,0.66,0.59,0.73
367000,0.73,0.31,0.64,0.57,0.75
368000,0.71,0.3,0.59,0.6,0.71
369000,0.74,0.32,0.5,0.59,0.71
370000,0.65,0.32,0.49,0.56,0.74
371000,0.67,0.35,0.51,0.52,0.67
372000,0.73,0.39,0.51,0.48,0.62
373000,0.7,0.37,0.53,0.53,0.6
